Address,Zip Code,Area,Price Category,Current Price,List Price,Close Price,Baths Total,Bedrooms,Building SqFt,Lot Size,Year Built,CDOM,Subdivision
17819 Inland Oaks Drive,77407,77498/77407,Low,307000,299990,307000,2.1,5,2436,5912,1996,50,West Oaks Village Sec 1
21618 Sierra Long Drive,77407,77498/77407,Low,307000,310000,307000,2.0,3,1841,7203,2010,4,Lost Creek Sec 3
5315 Persimmon Pass,77407,77498/77407,Low,307000,315000,307000,2.0,3,1854,8633,2013,145,Waterview Estates
20618 Rustic Hearth Court,77407,77498/77407,Low,307000,339990,307000,2.1,4,2496,6444,2003,81,Lakemont Sec 4
7510 Teton Creek Trace,77407,77498/77407,Low,307000,324990,307000,2.0,3,1424,5665,2020,32,Lakeview Retreat Sec 7
7235 Windy Port Lane,77407,77498/77407,Low,307000,329000,307000,2.1,4,2496,5688,2005,20,Lakemont Sec 12
18107 Cimmaron Oak Lane,77407,77498/77407,Low,306000,312000,306000,2.0,3,1768,6916,2009,16,Mission Sierra Sec 3
21607 Goloby Drive,77407,77498/77407,Low,305300,320500,305300,2.0,3,1903,6000,2013,130,Lost Creek Sec 5
5402 Jay Thrush Drive,77407,77498/77407,Low,305000,325000,305000,2.1,3,2328,7846,2012,42,Waterview Estates Sec 10
16427 Beewood Glen Drive,77498,77498/77407,Low,305000,307000,305000,2.0,3,1899,6571,2000,34,Village Of Oak Lake Sec 4
17439 Aspen Ridge Court,77407,77498/77407,Low,305000,330000,305000,2.0,3,2147,7611,2002,214,Twin Oaks Village
607 Lakeview Drive,77498,77498/77407,Low,305000,325000,305000,2.0,2,1226,8799,1920,17,S M Williams
20418 Coleridge Lane,77407,77498/77407,Low,305000,305000,305000,2.1,4,2149,7420,2004,64,Lakemont Sec 7
7330 Windy Port Lane,77407,77498/77407,Low,305000,315000,305000,2.0,3,2366,6763,2004,41,Lakemont Sec 12
13527 Brook Hollow Drive,77498,77498/77407,Low,305000,295000,305000,2.0,3,1795,6963,1976,3,Covington Woods
7427 Boerne Creek,77407,77498/77407,Low,304000,318300,304000,2.0,4,2183,NULL,2007,223,Lost Creek
5823 Hillside River Lane,77407,77498/77407,Low,303000,320000,303000,2.0,3,2334,6898,2015,13,Fieldstone Sec 10
7431 Avalon Trace,77407,77498/77407,Low,302000,315000,302000,2.0,3,1813,5435,2009,28,Lakemont Manor Sec 1
17259 Quiet Song Court,77407,77498/77407,Low,301000,315000,301000,2.0,3,1651,5000,2019,153,Camellia Sec 4
7714 Guldan Drive,77407,77498/77407,Low,300000,316000,300000,2.1,4,2353,6350,2013,310,Lost Creek
16630 Pademelon Drive,77498,77498/77407,Low,300000,305000,300000,2.1,3,2011,4218,2006,9,Oak Lake Court
13807 Imperial Court,77498,77498/77407,Low,300000,335000,300000,2.1,4,1860,15755,1972,28,Imperial Woods
8738 Trenton Landing Lane,77407,77498/77407,Low,300000,299000,300000,2.0,3,1603,4969,2019,79,Grand Mission Estates Sec 25
20507 Pink Granite Vly,77407,77498/77407,Low,300000,310000,300000,2.1,3,2135,5685,2008,54,Fieldstone
17515 Heath Grove Lane,77407,77498/77407,Low,300000,300000,300000,2.1,3,2036,7388,2001,12,Twin Oaks Village
9506 Pickwell Court,77498,77498/77407,Low,300000,315000,300000,4.0,4,3173,12692,1997,0,Kingsbridge Place Sec 1
20006 Pemetic Trail Trail,77407,77498/77407,Low,300000,309000,300000,2.0,3,1856,5999,2007,171,Waterview Estates
20210 Stonebridge Terrace Drive,77407,77498/77407,Low,300000,315000,300000,2.0,4,1818,5487,2015,229,Fieldstone Sec 8
1403 Hitherfield Drive,77498,77498/77407,Low,300000,305000,300000,2.0,3,1881,6318,1975,200,Covington Woods Sec 3
22314 Laguna Trace Court,77407,77498/77407,Low,299999,299999,299999,2.1,3,2074,6799,2003,374,Meadows Of Pkwy Lakes Sec 1
16422 Elmwood Point Lane,77498,77498/77407,Low,299990,299990,299990,2.1,3,2030,6249,1991,39,Village Of Oak Lake R/P
5714 Baldwin Elm Street,77407,77498/77407,Low,299900,299900,299900,2.1,4,2212,5715,2005,184,Waterview Estates Sec 1
13702 Towne Way Drive,77498,77498/77407,Low,299900,299900,299900,2.1,4,2417,14400,1975,199,Townewest
16602 Pademelon Drive,77498,77498/77407,Low,299786,299786,299786,2.1,4,1814,4475,2006,316,Oak Lake Court
6615 Kenton Crossing Circle,77407,77498/77407,Low,299500,299500,299500,2.0,4,1867,8346,1998,8,West Oaks Village
19803 Dahlia Brook Way,77407,77498/77407,Low,299000,299999,299000,2.0,3,1871,7936,2008,150,Waterview Estates
7407 Jacobs Well Drive,77407,77498/77407,Low,299000,329900,299000,2.1,4,2458,5761,2006,405,Lost Creek Sec 2
19115 Golden Heath Lane,77407,77498/77407,Low,299000,299000,299000,2.1,3,2130,6116,2004,160,Grand Mission Sec 5
5806 Spring Sunrise Drive,77407,77498/77407,Low,298000,298500,298000,2.0,3,1717,5400,2005,127,Waterview Estates Sec
1231 Bramblebury Drive,77498,77498/77407,Low,297500,299900,297500,2.0,3,1750,8381,1976,39,Covington Woods Sec 4
18946 Barrington Grove Trace,77407,77498/77407,Low,297000,300000,297000,2.0,3,1542,5400,2016,3,Grand Vista
7926 Euphonia Glade Lane,77407,77498/77407,Low,297000,297000,297000,2.0,3,1835,6416,2018,1,Grand Vista Sec 26
16910 Dusty Mill Drive W,77498,77498/77407,Low,296000,309990,296000,2.0,3,1746,5243,1992,13,Pheasant Creek Sec 2
18743 Majestic Vista Lane,77407,77498/77407,Low,295500,309000,295500,2.0,3,1777,5400,2015,86,Grand Vista
14954 Sugar Sands Drive,77498,77498/77407,Low,295000,319000,295000,2.1,3,2371,6789,2003,125,7559-02 - SUGAR GROVE SEC 2
6714 Claire Brook Drive,77407,77498/77407,Low,295000,297000,295000,2.0,4,1767,6271,2010,68,Grand Meadow Sec 3
7306 Autumn Aspen Lane,77407,77498/77407,Low,295000,319000,295000,2.0,4,2055,5773,2003,46,Lakemont Sec 4
17107 Canterbury Green Court,77498,77498/77407,Low,295000,299900,295000,2.0,4,1762,7497,1999,20,Summerfield Sec 6
13719 Oakwood Lane,77498,77498/77407,Low,295000,299000,295000,2.1,4,2052,8527,1972,3,Imperial Estates
20634 Sapphire Lake Road,77407,77498/77407,Low,295000,299000,295000,2.0,3,1830,5812,2007,32,Fieldstone Sec 2
902 Rolling Mill Drive,77498,77498/77407,Low,295000,369990,295000,2.1,5,2500,9264,1981,358,Sugarmill
7927 Tindarey Maple Trace,77407,77498/77407,Low,295000,299000,295000,2.0,3,1563,5860,2018,153,Grand Vista
3623 Stratford Town Lane,77498,77498/77407,Low,295000,295000,295000,2.0,3,1815,6807,1998,98,Stratford Park Village Four
7810 Rocky Peak Lane,77407,77498/77407,Low,295000,295000,295000,2.1,4,3087,7437,2006,29,Twin Oaks Village Sec 10
15619 Lost Maples Drive,77498,77498/77407,Low,295000,329000,295000,2.0,4,1805,8093,1999,33,Park Pointe
7523 Chathan Glen Lane,77407,77498/77407,Low,295000,315000,295000,2.0,4,2120,12054,2007,145,Grand Mission
5515 Marble Ravine Drive,77407,77498/77407,Low,295000,299800,295000,2.0,3,1528,5445,2008,109,Fieldstone Sec 4
22118 Cassini Court,77407,77498/77407,Low,295000,310000,295000,2.1,4,2530,6075,2005,188,Grand Meadow Sec 1
20122 Graphite Canyon Court,77407,77498/77407,Low,294845,292900,294845,2.0,3,1724,5433,2014,29,Fieldstone Sec 8
7418 Lakesage Lane,77407,77498/77407,Low,294500,325000,294500,2.0,3,2108,7660,2006,7,Lakemont Terrace Sec 3
16827 Dunbar Grove Court,77498,77498/77407,Low,294000,305000,294000,2.0,3,1977,6196,1997,222,Summerfield Sec 4
1410 Waterside Village Drive,77407,77498/77407,Low,292900,295000,292900,2.0,3,1797,6743,2003,35,Waterside Village Sec 2
17022 Evening Run Lane,77407,77498/77407,Low,292000,299990,292000,2.0,3,2110,5958,2005,6,Withers Ridge Sec 1
7303 Roundrock Park Lane,77407,77498/77407,Low,292000,297000,292000,2.0,3,1616,6204,2002,11,Twin Oaks Village Sec 3
11134 Beverley Park St,77498,77498/77407,Low,291490,300000,291490,3.1,4,2449,3508,2019,5,Napa Valley
9226 Adobe Sky Court,77407,77498/77407,Low,291000,308000,291000,2.0,4,1562,6225,2014,82,Mission Trace Sec 2
16622 Village View Trail,77498,77498/77407,Low,291000,294000,291000,2.0,3,2206,6699,2001,4,Village Of Oak Lake
16910 Pheasant Ridge Dr Drive,77498,77498/77407,Low,290000,290000,290000,2.0,3,1906,6458,1996,31,Summerfield
18114 Crestglen Court,77407,77498/77407,Low,290000,295000,290000,2.1,3,2043,6226,2003,63,Twin Oaks Village
16939 Midnight Sun Lane,77407,77498/77407,Low,290000,295000,290000,2.1,4,2667,5945,2005,10,Withers Ridge Sec 1
18911 Majestic Vista Lane,77407,77498/77407,Low,290000,305900,290000,2.0,3,1557,5875,2014,26,Grand Vista Sec 2
2507 Glenholly Park Drive,77498,77498/77407,Low,290000,305000,290000,2.1,4,2123,4499,2005,117,Riverway Estates Sec 1
17906 Camden Oaks Lane,77407,77498/77407,Low,290000,295000,290000,2.1,3,2213,6534,1997,284,West Oaks Village
18147 Brightwood Park Lane,77407,77498/77407,Low,290000,319999,290000,2.1,3,2036,6246,2005,84,Twin Oaks Village Sec 6
21735 Sierra Long Drive,77407,77498/77407,Low,290000,290000,290000,2.0,3,1828,6206,2010,156,Lost Creek Sec 2
8446 Orchard Mist Lane,77407,77498/77407,Low,290000,295000,290000,2.0,4,1631,5175,2005,31,Mission Oaks Sec 2
20206 Windsor Trace Lane,77407,77498/77407,Low,290000,339900,290000,2.0,3,2353,6835,2005,29,Lakemont Meadows Sec 1
17719 Rose Summit Lane,77407,77498/77407,Low,290000,329000,290000,2.0,3,1469,6120,2015,37,Mission Trace
1003 Sugarfield Court,77498,77498/77407,Low,290000,300000,290000,2.0,3,1638,7505,1984,97,Sugarmill
13711 Greenway Drive,77498,77498/77407,Low,289000,289000,289000,2.0,4,1902,7894,1972,26,Imperial Woods
9426 Coatsworth Drive,77498,77498/77407,Low,288000,299900,288000,2.1,3,1760,4687,2005,16,Kingsbridge Village
7419 Sabinal Creek,77407,77498/77407,Low,287500,307300,287500,2.0,3,1844,NULL,2007,94,Lost Creek
13607 Cherrydown Street,77498,77498/77407,Low,287500,287500,287500,2.0,3,1412,6363,1975,4,Covington Woods Sec 4
7411 Rustic Chase Drive,77407,77498/77407,Low,287000,304999,287000,2.0,3,2097,7130,2006,65,Grand Mission Sec 10
7327 Boerne Creek Drive,77407,77498/77407,Low,287000,294900,287000,2.0,3,2169,5731,2009,84,Lost Creek Sec 2
2902 Secluded Drive,77498,77498/77407,Low,287000,288000,287000,2.0,3,1680,6987,1992,116,Pheasant Creek Sec 2
19130 Golden Heath Lane,77407,77498/77407,Low,286000,309995,286000,2.0,3,1793,8368,2004,103,Grand Mission Sec 5
14811 Cumberland Bridge Lane,77498,77498/77407,Low,285000,299999,285000,2.0,3,2132,7161,2001,8,Woodbridge Of Fbc Sec 7
16307 Bettong Court,77498,77498/77407,Low,285000,295000,285000,2.0,4,1800,5266,2005,24,Oak Lake Court
15006 Sugarhollow Drive,77498,77498/77407,Low,285000,305999,285000,2.0,3,1777,5368,2002,29,Sugargrove
1310 Barrowgate Drive,77498,77498/77407,Low,285000,299000,285000,2.0,4,1764,8144,1975,55,Covington Woods
17747 Barton Point Lane,77407,77498/77407,Low,285000,289000,285000,2.1,3,2065,6799,2004,50,MISSION OAKS SEC 1
6806 Oakleaf Trail Lane,77407,77498/77407,Low,285000,285000,285000,2.0,3,1574,6733,1998,75,West Oaks Village
18207 Morningside Downs Way,77407,77498/77407,Low,285000,295000,285000,2.0,3,1644,6268,2018,35,Grand Vista Lakes
9714 Angleside Lane,77498,77498/77407,Low,285000,299000,285000,2.1,4,2368,5175,2005,140,Sugarfield Sec 2
7610 Clarendon Bend Lane,77407,77498/77407,Low,285000,295000,285000,2.0,3,1675,6746,2005,1,Twin Oaks Village
5715 Water Voilet ln,77407,77498/77407,Low,285000,299000,285000,2.0,3,1725,NULL,2014,77,Waterview Estates
16546 Tranquil Drive,77498,77498/77407,Low,285000,310000,285000,2.0,3,1436,8745,1984,63,Pheasant Creek Sec 2
4826 Lawson Lake Lane,77407,77498/77407,Low,284550,299500,284550,2.0,3,1696,6325,2003,56,Waterside Village
15627 Oakworth Court,77498,77498/77407,Low,283250,285000,283250,2.0,3,1849,7142,1994,5,Village Of Oak Lake Sec 3
1823 Pinewood Court,77498,77498/77407,Low,283000,285000,283000,2.1,4,2108,7043,1978,20,Imperial Woods
9714 Broadley Drive,77498,77498/77407,Low,283000,400000,283000,3.0,5,3387,22613,1993,78,Tealbriar
17902 Sunshine Trace Lane,77407,77498/77407,Low,283000,299000,283000,2.1,4,2372,5897,2006,54,Mission Oaks
18419 Austin Oak Lane,77407,77498/77407,Low,281500,286000,281500,2.1,3,1935,5400,2005,37,Twin Oaks Village Sec 9
17011 Midnight Sun Lane,77407,77498/77407,Low,281000,289900,281000,2.0,3,1751,5958,2005,44,Withers Ridge Sec 1
14914 Sugarhollow Drive,77498,77498/77407,Low,280000,298999,280000,2.0,3,1777,5290,2002,41,Sugar Grove Sec 1
12918 Stratford Mill Lane,77498,77498/77407,Low,280000,282000,280000,2.0,3,1809,6480,2000,112,Stratford Park Village Three
7326 Wimberly Oaks Lane,77407,77498/77407,Low,280000,285000,280000,2.0,3,1786,6985,2002,40,Twin Oaks Village Sec 3
10415 Towne Oak Lane,77498,77498/77407,Low,280000,284900,280000,2.0,4,1604,6240,1974,35,Townewest Sec 1
7419 Avalon Trace,77407,77498/77407,Low,280000,288000,280000,2.0,3,1513,6497,2007,58,Lakemont Manor Sec 1
19915 Shore Meadows Lane,77407,77498/77407,Low,280000,292000,280000,2.0,3,1768,5500,2006,28,Lakemont Terrace
13805 Imperial Court,77498,77498/77407,Low,280000,285000,280000,2.0,4,2416,15106,1972,81,Imperial Woods
1415 Rogers Lake Lane,77407,77498/77407,Low,280000,285000,280000,2.0,3,1538,5500,2003,42,Waterside Village Sec 2
21722 Sierra Long Drive,77407,77498/77407,Low,280000,285000,280000,2.0,3,1699,6391,2008,255,Lost Creek Sec 2
17423 Heath Grove Lane,77407,77498/77407,Low,279900,279900,279900,2.1,4,2036,5954,2001,11,Twin Oaks Village Sec 1
20115 Linden Spruce Lane,77407,77498/77407,Low,279800,287000,279800,2.0,3,1745,5911,2014,179,Waterview Estates
16318 Brush Meadows Ct Court,77498,77498/77407,Low,279000,279000,279000,2.1,3,2101,6836,1989,4,Village Of Oak Lake R/P
18019 Surrey Lake Lane,77407,77498/77407,Low,278500,289000,278500,2.0,3,1538,5615,2009,55,Mission Sierra Sec 2
1323 Ashwood Drive,77498,77498/77407,Low,277500,275000,277500,2.0,3,1535,8691,1977,4,Covington Woods Sec 5
3506 Stratford Plaza Lane,77498,77498/77407,Low,277000,285000,277000,2.0,3,1815,9639,1998,39,Stratford Park Village Four
15007 Sugar Sands Drive,77498,77498/77407,Low,275000,309786,275000,2.1,3,2371,4910,2003,166,Sugar Grove Sec 2
19327 Christine Crossing Drive,77407,77498/77407,Low,275000,260000,275000,2.0,3,1638,5626,2006,8,Bradford Park Sec 2
17535 Heath Grove Ln,77407,77498/77407,Low,275000,285990,275000,2.1,4,2036,NULL,2002,87,Twin Oaks Village
1403 Maygrove Drive,77498,77498/77407,Low,275000,309900,275000,2.1,4,2653,7987,1973,348,Covington Woods Sec 3
7222 Highland Chase Drive,77407,77498/77407,Low,275000,299990,275000,2.0,3,1352,6177,2019,80,Lakeview Retreat Sec 2
7315 Windy Port Lane,77407,77498/77407,Low,275000,279000,275000,2.0,3,1513,6221,2004,11,Lakemont Sec 12
607 E Church Drive,77498,77498/77407,Low,275000,299000,275000,3.1,5,3320,10906,1965,232,Seventh Street Sub
1102 Ashdale Drive,77498,77498/77407,Low,275000,275000,275000,3.0,3,2105,7549,1976,178,Covington Woods Sec 4
16531 Tranquil Drive,77498,77498/77407,Low,273000,269000,273000,2.0,3,1621,6503,1989,6,Pheasant Creek
20138 East Lakebridge Ln,77407,77498/77407,Low,272000,290000,272000,2.0,3,1620,5929,2006,46,Lakemont Terrace Sec 2
21614 BEDIAS CREEK DRIVE,77407,77498/77407,Low,271500,261500,271500,2.0,3,1501,5990,2005,61,Lost Creek Sec 1
6710 Claire Brook Drive,77407,77498/77407,Low,270750,285000,270750,2.0,3,1616,6271,2010,77,Grand Meadow Sec 3
2903 Silent Drive,77498,77498/77407,Low,270000,274999,270000,2.0,4,1462,6346,1984,30,Pheasant Creek Sec 2
7814 Talladega Springs Lane,77407,77498/77407,Low,270000,279900,270000,2.0,3,1528,6510,2005,18,Twin Oaks Village Sec 9
7407 Rustic Chase Drive,77407,77498/77407,Low,270000,300000,270000,2.0,3,1613,6547,2006,164,Grand Mission Sec 10
5706 Baldwin Elm Street,77407,77498/77407,Low,270000,272900,270000,2.0,3,1717,6160,2005,40,Waterview Estates Sec 1
1215 Pinecroft Drive,77498,77498/77407,Low,269000,270000,269000,2.0,3,1229,9697,1974,16,Covington Woods
17927 Scenic Oaks Drive,77407,77498/77407,Low,269000,279900,269000,2.1,3,2307,5981,1996,40,West Oaks Village Sec 1
17114 E Pecan Acres Drive E,77498,77498/77407,Low,269000,269900,269000,2.1,4,2247,NULL,1994,135,Summerfield Sec 1
20126 Linden Spruce Lane,77407,77498/77407,Low,268000,278000,268000,2.0,3,1589,5400,2014,56,Waterview Estates Sec 13
13910 Baytree Drive,77498,77498/77407,Low,268000,279900,268000,2.1,4,2342,7070,1975,61,Covington Woods Sec 3
6811 Shelby Oaks Drive,77407,77498/77407,Low,267000,275000,267000,2.0,3,1851,7338,1999,5,West Oaks Village Sec 1
18111 Flower Grove Court,77407,77498/77407,Low,267000,279900,267000,2.0,3,1616,6551,2003,52,Twin Oaks Village Sec 5
16518 Pademelon Drive,77498,77498/77407,Low,266000,277500,266000,2.0,3,1372,5022,2006,59,Oak Lake Court
10110 Hollow Canyon Drive,77498,77498/77407,Low,265000,264000,265000,2.0,3,1376,6300,1981,17,Townewest Sec 4
7102 Grassy Grove Lane,77407,77498/77407,Low,265000,279000,265000,2.0,3,1613,7622,2004,39,Grand Mission Sec 5
1142 Pinecroft Drive,77498,77498/77407,Low,265000,275000,265000,2.0,3,1571,7257,1974,39,Covington Woods
9611 Prairie Dog Run,77498,77498/77407,Low,265000,275000,265000,2.0,3,1648,5489,2002,28,Eaglewood Sec 7
6011 Baldwin Elm Street,77407,77498/77407,Low,265000,285000,265000,2.1,3,2163,5400,2004,154,Waterview Estates
7831 Crescent Village Lane,77407,77498/77407,Low,265000,290000,265000,2.1,4,2463,5940,2007,127,Twin Oaks Village Sec 14
16830 Needle Ridge Court,77498,77498/77407,Low,265000,285000,265000,2.0,4,2145,6516,1997,122,Summerfield
14006 Blue Falls Dr,77498,77498/77407,Low,265000,265000,265000,2.0,4,2047,7000,1982,97,Townewest Sec 6
17023 Enchanted Circle W,77498,77498/77407,Low,265000,279990,265000,2.0,3,1510,5181,1991,100,Pheasant Creek Sec 2
10218 Towneview Drive,77498,77498/77407,Low,265000,265000,265000,2.0,4,1604,6240,1975,114,Townewest Sec 1
14303 Branchwater Lane,77498,77498/77407,Low,264000,272000,264000,3.0,4,1716,7350,1979,109,Townewest
17802 Oakridge Canyon Lane,77407,77498/77407,Low,263500,291200,263500,2.0,3,2125,6996,2006,52,Twin Oaks Village Sec 11
14927 Sugar Sweet Drive,77498,77498/77407,Low,263500,279000,263500,2.0,3,1495,5060,2005,34,Sugar Grove
16710 Cobble Ridge Drive,77498,77498/77407,Low,262500,270000,262500,2.0,3,1618,6794,1980,74,Pheasant Creek
17546 Heath Grove LN,77407,77498/77407,Low,262500,275000,262500,2.1,3,2043,9360,2001,21,TWIN OAKS VILLAGE SEC 1
7218 Autumn Bluff Lane,77407,77498/77407,Low,260000,260000,260000,2.0,3,1616,5965,2003,25,Twin Oaks Village Sec 5
15035 Sugar Place Drive,77498,77498/77407,Low,260000,265000,260000,2.0,3,1495,5290,2004,14,Sugar Grove
16311 Yabbie Drive,77498,77498/77407,Low,260000,289000,260000,3.1,5,2684,5267,2005,19,Oak Lake Court
7214 Chasegrove Lane,77407,77498/77407,Low,260000,265000,260000,2.0,3,1475,5494,2005,40,Lakemont Terrace Sec 1
1103 Ashdale Drive,77498,77498/77407,Low,260000,292000,260000,2.0,4,1684,7561,1975,86,Covington Woods Sec 4
13519 Greenway Drive,77498,77498/77407,Low,260000,274700,260000,2.0,3,1153,6780,1970,26,Greenbriar Add
210 Mill Trail Drive,77498,77498/77407,Low,260000,350000,260000,2.1,4,2406,7683,1984,245,Sugarmill Sec 5
16331 Sitella Court,77498,77498/77407,Low,260000,268000,260000,2.1,3,1533,7039,2006,17,Oak Lake Court
19114 Mission Fort Lane,77407,77498/77407,Low,260000,274900,260000,2.0,3,1870,5382,2007,37,Bradford Park Sec 1
13822 New Village Lane,77498,77498/77407,Low,259500,256000,259500,2.0,3,1296,6240,1976,14,Townewest Sec 1
13415 Naples Bridge Road,77498,77498/77407,Low,258400,257000,258400,2.1,3,1620,4664,1999,363,Eldridge Park Village Sec 1
13723 Greenway Drive,77498,77498/77407,Low,257500,259900,257500,3.0,4,2511,7255,1972,8,Imperial Woods
8002 Mountain Mist Court,77407,77498/77407,Low,257500,289900,257500,2.1,4,2200,6934,2006,77,Twin Oaks Village Sec 14
16841 Aprilmont Drive,77498,77498/77407,Low,257000,260000,257000,2.0,3,1618,9343,1980,87,Pheasant Creek Sec 1
16322 Ginger Run Way,77498,77498/77407,Low,256500,273000,256500,2.0,4,1731,6936,1986,78,Village Of Oak Lake
10614 Sugar Trace Drive,77498,77498/77407,Low,256000,260000,256000,2.0,3,1495,5290,2005,8,Sugar Grove
18106 Bluefield Lane,77407,77498/77407,Low,255900,265000,255900,2.0,3,1616,5774,2003,8,Twin Oaks Village Sec 5
13754 Shirebrook Drive,77498,77498/77407,Low,255000,259980,255000,2.0,3,1227,6714,1973,10,Covington Woods Sec 2
13622 Cherrydown Street,77498,77498/77407,Low,253500,262000,253500,2.0,4,1684,7340,1975,7,Covington Woods Sec 4
17739 Barton Point Lane,77407,77498/77407,Low,252000,265000,252000,2.0,3,1492,5175,2004,33,Mission Oaks
13910 Bay Gardens Drive,77498,77498/77407,Low,252000,265000,252000,2.0,3,1434,5775,1991,27,Townewest Sec 5
14031 Bay Gardens Drive,77498,77498/77407,Low,251500,260000,251500,2.0,3,1356,6300,1982,13,Townewest Sec 5
9915 Towne Tower Lane,77498,77498/77407,Low,250000,250000,250000,2.0,4,1604,6656,1976,0,Townewest Sec 1
8426 Garrett Green Lane,77407,77498/77407,Low,250000,250000,250000,2.1,3,1217,5313,2005,221,Mission Oaks Sec 1
18202 Sorrell Oaks Lane,77407,77498/77407,Low,250000,250000,250000,2.0,3,1278,5520,2006,24,Twin Oaks Village Sec 14
10410 Cedartowne Lane,77498,77498/77407,Low,250000,260000,250000,2.0,3,1584,5200,1976,183,Townewest
18139 Mossy Creek Lane,77407,77498/77407,Low,250000,270000,250000,2.0,3,1538,5593,2007,248,Mission Sierra Sec 2
1807 Oaklawn Street,77498,77498/77407,Low,249000,249800,249000,2.0,3,1422,7938,1970,31,Greenbriar
1203 Bramblebury Drive,77498,77498/77407,Low,248000,249900,248000,2.0,3,1508,9537,1976,3,Covington Woods Sec 4
